"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"206797_at",9.69785825654901,8.82260340512764,9.54305797950684,8.78757992726166,9.44001110254437,8.19474595014179,9.58270281345999,8.64772722751029,9.51563367725625,8.97342094401193,10.3458511095835,8.94623044688538,10.3907006263431,9.04260186349354,10.2951436965439,8.72170333192313,8.6420384512065,10.5430341807338,9.91785664898174,8.9798198331103,9.96294921432345,8.14328897880346,10.202832680391,9.72478368706098,10.5201344926903,8.55386385349355
"207895_at",7.68686606364226,6.21484763403217,8.7236354438124,6.34827787463029,6.69526418629315,6.55754797351035,7.86019066425349,6.29881274323179,7.56278069071563,6.24253684949703,9.30923936384711,6.56695863166949,6.89286962541022,6.43516000487077,7.99450263626401,5.99831183382029,7.15744669158771,8.67489422268164,9.1797742166048,7.05922577453235,7.84421863911151,6.77661272189664,6.18062395599309,5.87034708188877,7.40107966381033,6.21935855368426
"209028_s_at",8.33268048357329,7.94642404788871,8.23162372502261,9.03905510304194,8.10088306851602,7.60146942626104,9.08000194777251,7.99296368725764,7.8670839477473,8.60514581582842,9.14797493488271,8.31205094466268,8.41054038341415,8.57238617358797,7.40279540634983,7.9484918909564,7.79722108352594,7.23510462814746,7.63854478330792,7.57046937070115,8.19153448838618,7.7589155527211,8.96674387935469,8.66840135406985,8.22539235297897,8.36412838950038
"202382_s_at",8.72772369354389,9.60401665145179,8.71377696600154,9.49380716522765,8.86513863625692,9.67361075773073,9.50168530571544,9.97637578115147,8.83442535440872,9.80487222654553,8.84911905954375,10.137034983501,9.59125293854294,10.1285689379564,8.81944015656725,9.14770883261877,10.1588363161358,8.49670859707555,8.32368768882401,10.3287617562118,8.93996082311369,9.71549097011937,9.22407353859704,9.41646084943004,9.02018188440057,9.83577114313207
"203256_at",7.98602256724721,9.83638071273218,7.37644765661089,11.1029496280517,8.26855431232196,10.9350042538826,7.76823350059069,10.3263853397776,7.65508909793271,9.94601757598605,7.69897821205259,10.6760432724258,8.4068097340522,10.7129361154076,7.68319055620873,10.7015803751819,9.92623761206396,7.72304538648753,7.78568923727924,9.06545504710708,8.04856659191875,10.8583096242879,9.32624690691262,9.88504164372583,7.3467862854482,9.8317661814805
"209772_s_at",11.1369740443574,12.5953665968945,11.3983714671929,12.2032918883006,10.2674464741019,10.1741984302381,10.7405025462892,11.4926400847243,11.8669354202734,12.0594821384624,11.518481457206,10.8538026035708,10.8348023415343,11.5478864203101,11.578029398729,10.8948654209548,11.09329608617,12.1273070210114,10.7025368616673,11.4504223089241,12.3132330077136,12.0400916339469,12.3174736538128,11.913387673315,12.1781644004656,11.0544632944554
"202455_at",8.89968959069438,8.79621989051907,9.351151381229,8.67269210860754,8.22862649086463,7.88505020391801,8.91107945428541,9.02604066720671,8.57538963690404,8.5705203656965,9.043643519774,8.86730105886612,8.679062236966,8.10171511535949,8.96855081246486,8.31643803280558,8.8451974281844,9.20577633607072,9.14041553311943,8.77112351517108,8.61710807171516,8.05546960358817,7.99130565520971,8.10571431825174,9.13171380655913,8.60774377832386
"205042_at",9.20022072166116,8.61841835874531,10.092493569535,7.95632381344781,9.82970448728229,8.68084758231603,10.7397545723565,9.3228536926613,10.5677085575607,8.44260771365463,10.1253797420261,8.55630168721247,9.05261621090904,10.1418119094711,8.27079246327208,8.87533244392812,7.73108866877983,8.84591253758621,9.93689848685931,8.35622430963983,9.29220317445661,8.5471851010332,9.36979893048657,8.96779116912911,8.87418008083459,9.38744930296006
"202583_s_at",8.14425801669348,8.91707056966216,8.83722141091176,8.73666873136068,6.66061731505339,8.03113674992062,7.2772722738746,8.78967240282766,8.54959577580445,8.99389541793306,8.44790004595372,9.007726690639,7.72674155024811,8.30628861738623,8.52380612768457,9.28016137182347,8.44952404534857,8.43087249645819,8.03979960236873,7.59795125519084,8.33822337890293,9.20909128285056,8.41204419098441,8.31963654128949,8.51744870542235,8.5128649570796
"207051_at",9.9164164979454,7.55214438843218,10.0143579012597,7.70728416262665,8.89833267355557,6.7076303635413,9.81816783526248,7.1405977635838,9.80123102584059,8.24424554016512,10.3705540853247,7.12128310016513,9.40707900006176,8.11638501161172,9.866868775962,6.50217497376285,6.79624779528949,10.5820733424859,10.4425205063003,6.85862409083424,10.4917278800841,6.88066331381151,8.57547460762513,7.15437729997391,10.0975353509899,7.24417548781496
"201663_s_at",7.847351122653,9.86777761152463,8.65095708570979,9.92078981868838,7.82305580333616,9.96787274090873,7.99093374235885,9.46677171236153,9.32074547825217,8.81757758012791,8.22660930371566,9.14032715431498,8.13480788672351,8.47977707713573,8.8625708854961,10.1139280594096,9.37832281251157,8.33689525231452,8.36757437658337,9.79871198975157,8.1646448878755,10.0171170014585,9.51418004545209,9.93775252330753,8.3665360234643,9.51667734412246
"201177_s_at",7.6232324727391,8.47391539665719,7.61350547736181,8.20237915260461,8.1606929768277,8.82068453543267,8.19229547404647,9.09453309438321,7.91639738005368,8.53490523736777,7.83305635123549,9.21181720405421,7.89079260657723,8.84110268225289,7.43586704725189,7.90402691881663,8.26229250840854,6.68584105551675,7.15507090692382,8.28928820357245,7.6566706738629,9.02535961755395,8.5983266887752,8.77673309772648,7.57026031161375,8.45941207915782
"218143_s_at",10.0867910813004,9.99874854226564,10.9841031950448,10.1713678035862,9.70356562839073,9.44499908451006,9.83835153511919,9.63377232679489,10.9046585896269,10.3725758844202,9.9256115808652,9.55424405669556,9.85920136757677,9.20720139591938,10.5922039667053,10.3811722263301,10.309342378155,11.0414818068039,10.9583712162586,9.91464480677842,10.8698203113387,10.6998684581256,10.3542867951423,10.4067565228197,10.4860228216806,10.1471905799724
"208598_s_at",9.89238208795379,10.6695283291912,10.5229281603229,10.5303521100906,9.54451797146952,10.2211829399603,9.59545560254314,11.0666394727615,10.2580759872009,10.9309230212358,9.69338631730136,10.7333467081697,9.61549756826004,10.4335009806053,9.94445505901776,10.7572418080779,11.4254894523886,9.94518875112949,9.82537715303711,11.6621842078413,9.78111702721625,10.6933140369318,10.2799497650623,10.3913839188222,9.88272074950138,10.35079913818
"212062_at",10.6218917796808,11.0765953015181,10.5627437803749,11.2176740644952,11.2522620610695,10.2795028735412,11.1627373184396,11.6628386254082,10.4860243278039,11.0690928883203,11.3707228257786,12.1493160993575,11.126987958358,11.359560816302,10.8615629824383,9.76064713735217,11.5322067979242,11.0207835342569,10.8207821817096,11.5405185242882,11.0444026475423,11.6789765046602,10.6280114425857,9.7310039514694,11.3342838215439,11.5663262505328
"221173_at",8.56416214689082,8.78604452196572,8.30864921096143,8.84430659828002,8.30337568532406,8.82477091309665,9.49312583693363,9.68126729673265,8.78880428379787,8.74915674873218,9.71864068408895,9.1022394791768,9.10694113979114,9.41251772372229,8.68340528004032,8.6815846731939,8.86387216212842,9.12313679094829,8.36685625500646,7.84335520817943,8.66554209426951,9.39315644361039,8.60298341337376,8.35864305601989,8.20444766521961,8.52682923469354
"207173_x_at",6.96252861907482,9.06451469831613,7.36517543921858,8.85283125646367,6.8777165128273,7.26719134795367,7.74320602486755,8.62950724672472,7.50835802511324,10.0353876960194,6.67108776128601,9.58355694491804,7.67769951833166,7.52725565384752,7.00047437216528,7.7114126716601,7.83904607123916,6.39643809053605,7.17498146552778,7.9472998219183,6.87708485737131,8.6672919761398,8.61208294870204,9.29696386758648,6.80325639053725,9.44263678768538
"213102_at",9.01492521380743,9.13303410492461,8.69817200299204,9.20174752872858,9.365265741665,9.26084074075014,10.1802992997156,9.62704114865725,9.41077172555997,9.49257659581925,9.59307964540417,9.71013830646319,9.81619023842739,10.2176229440326,8.60105492353729,9.23863009308841,8.86562429787742,8.56800490075063,8.75738354823177,8.30660418506277,9.30774141240945,9.52628932382912,10.0991861339589,9.66515308882325,9.29350615972391,9.2495732057297
"200727_s_at",8.61503821374676,9.93706680931124,8.68692673539198,9.99490983246545,7.72869059433196,7.96063039493617,7.45434568227324,9.29442645700005,10.1861809378464,10.2447887531204,8.34383530465793,9.0082228606012,7.76016353547403,7.45475069111209,9.60219581809944,8.73159331789445,9.40049003146189,10.0244448113936,9.23484387774575,8.49093529418505,9.65376078699074,10.6971352664092,9.78648265908575,9.76189126365419,9.16958044381836,8.71816624838677
"200973_s_at",11.9220382278992,10.7891439913396,12.222025814062,10.8403025421921,10.8578969487536,10.34878338944,11.3304055084229,10.120006731032,12.2468864306815,11.3174962182978,12.1072930561049,11.0210731358338,11.2066713556462,10.0854998794694,12.0186748582219,12.3700731990144,10.6544325896994,12.2634103109581,12.3450396580254,11.2526689077082,12.3396202959736,11.6100673622577,11.4567034101681,10.7814072274186,12.3062450941181,11.6539589076307
"209114_at",12.8772328019891,10.6238264472775,12.8291865420819,11.4070166996276,11.9215772674651,10.7067004647335,12.4812870469515,9.97534147580006,13.0090695854404,10.5945575309726,12.8818529427407,10.3618042147312,12.4470563500962,10.6493871279603,13.0920078653347,12.3204813848658,10.8117850873701,13.2893621580057,13.1064518507522,11.4374520551487,13.1543684028561,9.63502041230765,12.5454130647221,11.3445470398473,13.2263893239008,11.7894469363527
"201490_s_at",8.29092325122997,9.54529361815898,8.97647677485078,9.01449386216254,7.27840733846467,8.91913733524915,7.29218741561738,9.21120735745521,9.46172111926002,9.80846858340056,8.1034019756281,8.98823573949792,7.3551301164317,8.2983459731644,8.30286027096283,10.2624033793048,9.82626473026459,8.11224594383564,8.24096816399267,9.88699176324522,8.57442653015423,9.74527290910399,9.53628199543307,9.68793538032809,8.44095355573,9.34324080968693
"208735_s_at",9.73117589637986,9.68371809126003,9.80407519058929,9.7645135804856,9.43358289716909,9.16930338869545,9.47856743658405,8.87594249766687,9.76864292496578,9.54891808536865,9.48273439425347,8.73263983444117,9.07873846357389,8.71744238821362,9.90000769621644,9.18315345692528,9.13887957594961,10.2690754519041,9.96943766924643,8.95631515928987,9.95665980208806,9.80166399348311,9.21624544006717,8.90251486933267,9.59025841838923,8.85831822036818
"220357_s_at",10.1899225150764,9.27026242852433,9.92560386849144,9.44475447751893,10.3194842963825,8.99635130712709,10.7235688525206,9.21528939813839,9.90164286751977,8.90750136059018,10.8085990800376,8.97229395036094,10.3014105400263,9.66001933993982,10.2863896065903,7.96768521437369,8.78527602798479,11.1927159117579,10.4015400600534,8.70793110601477,10.6006791875413,8.87370484079372,9.87460976589535,8.69897639938545,11.0684261415261,9.18274562720295
"208393_s_at",7.82280717640707,9.19322312516163,7.95440521359434,8.96961625127068,7.94054249904364,9.10234630723181,8.11537134055063,9.08899985514886,8.12084001719479,8.53939988694327,8.14368061168046,9.06439415856889,8.17360680478674,9.28976931146724,7.88637142592887,8.36822999423287,8.72577497986775,7.81707577319902,7.59124251355651,8.91668118134229,7.85858732867711,8.37726744687822,8.35018924301884,8.22323796865762,7.93534216557409,8.46468345487026
"218755_at",7.03947145513336,8.43161765432987,6.95791997176699,8.32309365914078,7.74747766896646,8.59210153055179,7.54988349395838,8.48242847561362,7.46957271021239,7.81898504045474,6.96559424150176,8.35124751507314,7.52916948832767,8.16989290221096,7.51773135030545,8.66855762007188,7.88481233135078,7.51688009944574,7.00854237655864,8.95058640054853,7.17775170573733,8.56726878182663,8.09490344064543,8.51708746589816,7.03086248579424,8.3163135627652
"212367_at",8.50790632817457,7.3538846254298,8.01164186550381,7.0170599174015,8.19770895169907,7.94517269459881,8.92613875127835,7.51709818034252,8.1655417598934,8.34891268032348,8.80147436857908,8.00112659060659,8.15851583014348,7.35257267350757,7.65084849673842,7.74064545242879,7.98563196003458,7.36574610361381,7.92896981007973,7.87636754427462,8.28519165869601,7.40989886234296,8.51220131416265,8.01413625636512,8.1278527540739,8.27850768595458
"216640_s_at",9.20812336510126,10.4067002551976,9.61811236353902,10.5209890676922,9.50111897605017,10.915431945984,9.75355493913296,10.5734054477856,10.4484265234591,10.7434785424939,9.50679683268353,10.9398928260587,9.81171466593311,10.2874330800216,9.58762080604766,11.3280301288733,10.5725903573945,9.03464456226664,8.96895300035066,10.3609642063243,9.51788739458076,11.4173245866218,9.9994466518684,10.1771081778551,9.69994568791041,10.390176718595
"201391_at",9.15116030367095,10.3556789176699,8.73000065477739,9.49660952925206,9.55563525944951,10.1994392297879,9.1750012902393,10.3362486333544,9.16680832149403,10.4753823110585,8.97856798129637,10.3333609214704,9.22261893652428,10.2679507097161,8.99554485923566,10.1012904563166,9.98622919692155,9.05572806289056,8.86282586123224,10.8441272964306,9.05792279619267,10.2612943938211,9.3708442051168,9.76900083211962,9.04882024342825,9.95520147237686
"202073_at",8.91785628388815,8.25631029516706,9.23278783864968,8.34239453780264,8.48185287936956,7.80946322806136,9.63078447544863,7.93073324150924,8.99915338659093,8.053945890574,9.39506687861626,7.84392055386005,8.69719745803646,8.8419349295456,8.88481458493471,7.52327022984571,8.4899643527095,9.20487038218261,8.81874694794884,7.98322453281165,8.62423946800626,6.90453767124336,8.40614516929267,8.20595504516107,9.72619066303509,8.75460075032878
"200837_at",10.2544013924821,11.3746851491618,10.7063769047633,11.2029954817471,10.4319133544622,11.0489920530732,10.6110180428207,11.7081320153137,11.0715243341834,11.4803784357616,10.6503909129554,11.3950768039436,10.1004950357197,11.6891406517772,10.5356753041975,12.1071663942865,12.177847020374,10.8444956685205,10.679257481084,11.8574277809791,10.7824410154829,11.4859842313047,10.89023046598,10.7124915883524,10.7627777904616,11.1367205644954
"217739_s_at",7.90920125238786,8.42667051597977,7.87615132040381,8.77301381899337,8.53660312391976,9.26859680745686,8.90103991840219,9.9172334841688,7.91855795538877,9.39912098567005,8.58301623452734,9.98864036285799,8.59197781527983,10.4322472106884,7.73408822592299,9.02838855390838,9.66694135435386,8.04074218155058,7.84242535711715,9.23874132534089,8.49755073304406,9.49091042602247,9.4907179208447,9.78946033170786,8.87727497019457,8.41962602469844
"212168_at",6.98325757632555,8.11770058903259,7.40123099269495,7.97060358176074,7.50950333647861,8.19328178488468,7.99602979049517,8.58477136273183,7.48383888551457,8.48448383520303,7.69249005550829,8.85157975279846,7.99823163389704,8.35943245317075,7.41116399244137,8.42154169792311,8.45964979343672,6.85743554019094,6.81287826627661,8.4687061683627,7.72187491224902,9.03771777829797,8.09199044131035,8.47240842851434,7.60774306708807,8.23977982513689
"210962_s_at",9.38596295326076,8.25523458497532,9.32758510576205,8.84774315130797,9.42338379763346,7.75118819444501,9.58207263322677,8.53897813183543,9.37512913005504,7.65668182284687,10.3038164240049,9.10627002248548,9.55406305356631,8.64533897887622,9.40374975497746,8.56025056087318,8.10790338727749,9.61196450027928,9.43935849438719,8.38090298920929,9.80084923569985,8.58255966146962,9.66585716082644,9.64034267867187,9.89441664626617,8.64098565500063
"217047_s_at",8.78690621932587,9.03647033331329,9.0747383949838,9.90525554069645,9.33218590902569,7.67567726626175,8.93368751884254,8.48156759343353,8.88483741937696,7.88334802574547,9.50170134754311,7.77556508759254,9.89347429490956,8.60898264694364,9.49384700497217,8.95274234413943,8.15457956941282,9.20301227841564,8.71701176157685,7.70697320281437,8.8327125940285,8.96280676037661,9.98389089544465,9.37474349223796,9.38774401571487,9.48641611246159
"201514_s_at",8.49002662661595,9.46411905622463,8.32210302737595,9.53145116795678,8.24210695158903,8.85887575551905,7.5574109991377,9.0296657378306,8.98469874142559,9.63342687849225,7.66141546924734,8.93548783340023,7.87424442935772,8.31084433104403,8.42815641123391,9.6881192928206,8.82803802132003,8.21507478096001,8.3190298177693,9.31636075624608,8.50572294433241,9.69728105288686,9.26543981299564,9.47627957982607,8.38255030276347,9.03567614604552
"205018_s_at",6.49146162016526,7.84970631667298,7.6945189524579,8.03455581333099,5.82442118745713,6.36450844048488,5.81441826303333,6.75802198821097,6.85670151770639,7.31357281454263,5.71780693435474,6.58338468134728,5.40779169288598,5.69955450108885,6.66534338112168,9.2868952537631,7.3775942016093,6.78395721820018,6.75608464131912,7.15917983775621,6.39213713032623,6.88553651569392,6.46448646370582,6.69454695651801,6.55318978539441,6.5034983386692
"200990_at",9.81580465688831,10.6934347403554,10.4643104812571,10.9538777802497,10.2244745866451,11.1921187527627,10.1316833775992,11.035277758071,10.0628669512602,10.9690176457268,9.90457578598175,11.3256577326129,10.1931098349832,10.5079704003082,9.80660079539502,10.8276630249566,10.7884419714254,9.22979473163392,9.74484644564186,11.4312773879957,9.97523914562188,11.5330746794192,10.6944673122061,11.1800867981247,9.73767505562376,10.90763786317
